time,from,to,message,translation
2021-06-17 09:28:27,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,又贵又慢 我自己的 2-3w成本,"Both expensive and slow, my own cost is around 20-30 thousand."
2021-06-17 09:38:44,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这效率确实太低了,This efficiency is indeed too low.
2021-06-18 06:30:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,,
2021-06-18 06:33:42,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,[OK][OK],I am listening to music right now.
2021-06-21 10:59:25,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,沛哥，今天数据能过来吗？,"Bro, can the data come today?"
2021-06-21 13:14:08,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,他说12点前,He said before 12 o'clock.
2021-06-21 13:14:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的,I want it.
2021-06-21 13:14:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他发给你了转给我我嘛。 我今天都不敢接客户电话了,He asked you to forward it to me. I dare not answer customer calls today.
2021-06-21 13:15:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,哎…,Oh...
2021-06-21 13:16:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我这会儿也刚喝完酒,I just finished drinking too
2021-06-21 13:16:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,你在出差？,Are you on a business trip?
2021-06-21 13:16:30,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我在舟山出差 居然刘仁套也在舟山出差,"I am on a business trip to Zhoushan and unexpectedly, Liu Rentao is also on a business trip to Zhoushan."
2021-06-21 13:16:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,哈哈哈,Hahaha
2021-06-21 13:16:50,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他现在常驻杭州的嘛,Is he now based in Hangzhou?
2021-06-21 13:16:54,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对,Yes
2021-06-21 13:16:57,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,骚的批爆,Sassy as hell
2021-06-21 13:17:04,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,以后你接触的到机会肯定比较多,"In the future, you will definitely have more opportunities to come into contact with."
2021-06-21 13:17:07,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,跟一个女销售出来,Came out with a female salesperson.
2021-06-21 13:17:14,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我坑了他,I deceived him.
2021-06-21 13:17:16,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,哈哈哈,Hahaha
2021-06-21 13:17:26,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你坑他啥,What did you cheat him for?
2021-06-21 13:17:50,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,本来我跟奇安信谈好了，我跳过去,"Originally, I had an agreement with Qianxin, but I changed my mind and decided to go."
2021-06-21 13:18:09,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,那天半夜我不是给你打电话嘛，说自己去留的问题,"That night I called you in the middle of the night, discussing the issue of whether to stay or leave."
2021-06-21 13:18:26,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,后面我觉得你说的有道理。我就拒绝了奇安信,I agree with what you said. So I rejected Qianxin.
2021-06-21 13:18:40,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,然后把刘仁涛推过去了,Then pushed Liu Rentao over.
2021-06-21 13:19:04,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,所以他想跟着你一起？,So he wants to follow you together?
2021-06-21 13:19:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,结果你没去？,Did you not go?
2021-06-21 13:20:12,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,本来让他去奇安信重庆的，顶我的位置。奇安信那个售前老大跟我还算比较熟，他说重庆有人了，，杭州还缺一个。让我帮他再推荐一个，,"Originally I was going to have him go to Chongqing for Qi'anxin, to take my position. The Qi'anxin pre-sales boss and I are relatively familiar, he said they already have someone in Chongqing, but still need one in Hangzhou. He asked me to recommend another person for him."
2021-06-21 13:20:47,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我就跟他说让刘仁涛去杭州，重庆那边儿先空着。我后面这边儿不顺利就跳过去,"I told him to let Liu Rentao go to Hangzhou, and leave Chongqing empty for now. If things don't go well on my end, I will go there."
2021-06-21 13:21:07,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,本来我是跟奇安信那个老大开玩笑，没想到他真的这么干了,"Originally, I was joking with the boss of Qianxin, but I didn't expect him to really do it."
2021-06-21 13:21:37,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我就说刘仁套咋跑去常驻杭州了,I said that Liu Rentao had moved to Hangzhou for a permanent residence.
2021-06-21 13:21:51,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我说这是什么操作,"I said, what is this operation?"
2021-06-21 13:22:07,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,所以也算是我坑了他,So I also consider that I have cheated him.
2021-06-21 13:22:09,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我以为他是从成都出发到舟山来,I thought he was traveling from Chengdu to Zhoushan.
2021-06-21 13:22:17,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,结果他从杭州,So he ends up from Hangzhou.
2021-06-21 13:22:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他常驻杭州，负责浙江、福建，好像还有上海,"He is based in Hangzhou and is responsible for Zhejiang, Fujian, and also seems to have something to do with Shanghai."
2021-06-21 13:23:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,骚啊 今天晚上还请他跟奇安信去的一个销售吃了个饭,"Sao, tonight he also invited Qianxin to eat with a salesman."
2021-06-21 13:24:08,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,听说那个区域的销售是个妹子,I heard that the salesperson in that area is a girl.
2021-06-21 13:25:31,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,嗯呢,Okay
2021-06-21 13:27:15,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,年后我打算跳到奇安信做销售,"After the year, I plan to jump to Qi'anxin to do sales."
2021-06-21 13:27:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,安洵我感觉真的没啥前途了,"Honestly, I feel like there is not much future ahead of me."
2021-06-21 13:27:37,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,可以啊！,Sure!
2021-06-21 13:27:44,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我现在不出差，一天啥事也没有，这样下去迟早把自己玩儿费了,"I am not on a business trip right now, and I have nothing to do all day. If this continues, I will end up wasting my time."
2021-06-21 13:27:49,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,废了,It's useless.
2021-06-21 13:28:00,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,做销售还是没毛病,There is no problem with doing sales.
2021-06-21 13:28:11,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我今年主要是先把目前这个几个项目做完,"This year, my main focus is to finish up the current projects."
2021-06-21 13:28:15,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你也有商务积累,You also have business experience.
2021-06-21 13:28:53,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,第一是客户有个交代。再就是给自己积累一些项目经验，毕竟自己操作过百万级的项目以后，出去更有底气,"The first is to fulfill the customer’s request. The second is to accumulate some project experience for oneself, after all, once you have operated a multimillion-dollar project, you will have more confidence going out."
2021-06-21 13:29:28,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,是的,Yes
2021-06-21 13:29:59,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,也不指望在安洵这个几个项目挣钱，就积累一些经验,"I don't expect to make money in these projects in An Xun, just to accumulate some experience."
2021-06-21 13:30:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,毕竟再出去不是实习生了，啥都不懂根本没有资本跟人家谈,"After all, going out without being an intern, not understanding anything at all, there is simply no capital to talk to others."
2021-06-22 08:21:12,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,韩的权限丢了？,Han lost his authority?
2021-06-22 08:21:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,有点问题,There is a problem.
2021-06-22 08:21:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,等我消息,Wait for my message.
2021-06-22 08:21:30,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,害,Harm
2021-06-22 08:22:12,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你先跟那边说权限有点问题吧,You go talk to them about the permission issue first.
2021-06-22 08:22:14,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,客户说这几天市面上有消息说这个东西权限丢了,The customer said that there have been rumors in the market in recent days that the permission for this thing has been lost.
2021-06-22 08:23:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,他那边已经取完了 但是没给我们,"They have already taken it over there, but did not give it to us."
2021-06-22 08:23:15,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,客户在问我们放出来的消息[破涕为笑],The customer is asking about the message we posted [laughing through tears]
2021-06-22 08:23:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,9个箱子 一个重复你一共是8个,"9 boxes, one repeated, you have a total of 8 boxes."
2021-06-22 08:23:31,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,先不给我这么多,Don't give me so much先不给我这么多
2021-06-22 08:23:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,给我一两个，我先给客户,"Give me one or two, I'll give it to the customer first."
2021-06-22 08:24:15,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,避免白嫖，再就是拖了好几天。我怕客户反水,"Avoiding freeloaders, and also delayed for several days. I'm afraid the customer will change their mind."
2021-06-22 08:24:28,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,再被白嫖就亏大了,Being freeloaded again would be a big loss.
2021-06-22 08:24:32,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,在撕逼 之前3-4月份我这边出过这个东西  中间有些情况,"Before the fight, I released this thing between March and April. There were some situations in between."
2021-06-22 08:25:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,行,Walk
2021-06-22 08:26:09,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,等我消息吧 有点坑！三言两语说不清楚,Wait for my message. It's a bit tricky! Can't explain it in just a few words.
2021-06-22 08:26:34,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的,Want
2021-06-24 06:47:59,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,,
2021-06-24 06:48:05,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,,
2021-06-24 06:48:33,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我们卖给客户的pc🐎 部署的vps,The VPS deployed on the PC 🐎 sold to customers.
2021-06-24 06:49:06,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,上面端口被占用 一直连着 ip是成都 郫县,"The port above is busy, always connected to an IP in Chengdu Pikou County."
2021-06-24 06:49:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,[破涕为笑],turn sorrow into joy
2021-06-24 07:01:38,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,牛逼,Awesome
2021-06-24 07:02:16,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这TM谁干的,Who the hell did this.
2021-06-24 07:35:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,哎,Hey
2021-03-02 06:54:15,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你辞职了吗？,Have you resigned?
2021-03-02 06:54:45,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,还是继续挂个身份 跑湖南,Just keep a backup identity and head to Hunan.
2021-03-02 07:09:53,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,湖南估计也保不住了,Hunan probably can't hold on either.
2021-03-02 07:10:07,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,保不住是啥意思,"What does ""保不住是啥意思"" mean?"
2021-03-02 07:10:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,老板接手了,The boss took over.
2021-03-02 07:10:32,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,[尴尬][尴尬],Awkward.
2021-03-02 07:10:39,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,那你干啥,What are you doing?
2021-03-02 07:10:48,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我现在就挂个职位，混个社保,I will now take on a position and get basic social security benefits.
2021-03-02 07:11:05,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,高端,High-end
2021-03-02 07:11:20,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,搞起来 公司tm离职大潮,The company is experiencing a wave of resignations.
2021-03-02 07:11:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,走了一批,A group left.
2021-03-02 07:11:41,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,陈权 余敏 张宇 梁超 一大批,"Zhang Yu, Liang Chao, a large group of people"
2021-03-02 07:11:54,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我知道,I know
2021-03-02 07:12:11,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我们部门基本上要走光,Our department is basically going to be disbanded.
2021-03-02 07:12:18,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我现在想到后面的项目 脑壳就大,I feel overwhelmed when I think about the projects ahead.
2021-03-02 07:12:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你们部门还有哪个,Which department are you in?
2021-03-02 07:12:59,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,暂时明确要走的刘仁涛和白玉,Liu Rentao and Bai Yu who have clearly decided to leave for now.
2021-03-02 07:13:06,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,[尴尬],Embarrassing
2021-03-02 07:13:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,只剩辉哥了？,Only Hui ge left?
2021-03-02 07:13:11,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,其他的都是在看机会,The rest is all about seizing opportunities.
2021-03-02 07:13:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,基本上是这个局面，,"Basically, that's the situation."
2021-03-02 07:13:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,以后干活的就梁成辉和陈飞虎了,"In the future, it will be Liang Chenghui and Chen Feihu who will be working."
2021-03-02 07:14:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,今年项目会很恼火,This year's project will be very frustrating.
2021-03-02 07:14:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,研发的走了一波,The R&D team has left for a wave.
